Time,vel,cur,tar_vel,identification_angle
1745830145.263428340,0.0238471,5042,0.02,1.5708
1745830145.265882631,0.0248839,5082,0.02,1.5708
1745830145.268385020,0.0238471,5049,0.02,1.5708
1745830145.270906084,0.0238471,5049,0.02,1.5708
1745830145.273405666,0.0248839,5010,0.02,1.5708
1745830145.275895949,0.0248839,4999,0.02,1.5708
1745830145.278389859,0.0238471,4971,0.02,1.5708
1745830145.280903630,0.0279944,4925,0.02,1.5708
1745830145.283403204,0.0279944,4925,0.02,1.5708
1745830145.285898751,0.0311049,4802,0.02,1.5708
1745830145.288383495,0.0290312,4865,0.02,1.5708
1745830145.290902992,0.0228102,4844,0.02,1.5708
1745830145.293402908,0.0228102,4798,0.02,1.5708
1745830145.295889713,0.0238471,4816,0.02,1.5708
1745830145.298387522,0.0238471,4787,0.02,1.5708
1745830145.300902416,0.0186629,4861,0.02,1.5708
1745830145.303405215,0.0196998,4833,0.02,1.5708
1745830145.305900989,0.0207366,4863,0.02,1.5708
1745830145.308406315,0.0259207,4764,0.02,1.5708
1745830145.310884481,0.0279944,4756,0.02,1.5708
1745830145.313398816,0.0259207,4813,0.02,1.5708
1745830145.315895473,0.0248839,4762,0.02,1.5708
1745830145.318391876,0.0238471,4773,0.02,1.5708
1745830145.320900309,0.0217734,4763,0.02,1.5708
1745830145.323398528,0.0228102,4811,0.02,1.5708
1745830145.325901339,0.0228102,4788,0.02,1.5708
1745830145.328389932,0.0217734,4810,0.02,1.5708
1745830145.330882251,0.0217734,4810,0.02,1.5708
1745830145.333382761,0.0238471,4751,0.02,1.5708
1745830145.335889152,0.0238471,4751,0.02,1.5708
1745830145.338390762,0.0279944,4719,0.02,1.5708
1745830145.340892669,0.0279944,4701,0.02,1.5708
1745830145.343417117,0.030068,4666,0.02,1.5708
1745830145.345895104,0.030068,4644,0.02,1.5708
1745830145.348381974,0.030068,4644,0.02,1.5708
1745830145.350900414,0.030068,4577,0.02,1.5708
1745830145.353394950,0.0269576,4555,0.02,1.5708
1745830145.355887495,0.0248839,4535,0.02,1.5708
1745830145.358382988,0.0217734,4548,0.02,1.5708
1745830145.360902950,0.0228102,4513,0.02,1.5708
1745830145.363411020,0.0228102,4513,0.02,1.5708
1745830145.365882931,0.0207366,4589,0.02,1.5708
1745830145.368394000,0.0207366,4589,0.02,1.5708
1745830145.370905912,0.0165893,4609,0.02,1.5708
1745830145.373381227,0.0176261,4546,0.02,1.5708
1745830145.375888697,0.0176261,4605,0.02,1.5708
1745830145.378392347,0.0176261,4605,0.02,1.5708
1745830145.380882149,0.0145156,4633,0.02,1.5708
1745830145.383409142,0.012442,4705,0.02,1.5708
1745830145.385893459,0.012442,4705,0.02,1.5708
1745830145.388391409,0.012442,4705,0.02,1.5708
1745830145.390896377,0.0103683,4774,0.02,1.5708
1745830145.393382647,0.0103683,4766,0.02,1.5708
1745830145.395892400,0.0103683,4766,0.02,1.5708
1745830145.398387611,0.0114051,4791,0.02,1.5708
1745830145.400902510,0.0114051,4791,0.02,1.5708
1745830145.403415760,0.0134788,4834,0.02,1.5708
1745830145.405882100,0.0145156,4803,0.02,1.5708
1745830145.408378698,0.0145156,4854,0.02,1.5708
1745830145.410901198,0.0176261,4803,0.02,1.5708
1745830145.413396817,0.0196998,4779,0.02,1.5708
1745830145.415893382,0.0217734,4774,0.02,1.5708
1745830145.418386539,0.0207366,4771,0.02,1.5708
1745830145.420899563,0.0207366,4708,0.02,1.5708
1745830145.423414662,0.0217734,4671,0.02,1.5708
1745830145.425893553,0.0238471,4682,0.02,1.5708
1745830145.428390657,0.0217734,4611,0.02,1.5708
1745830145.430903261,0.0196998,4621,0.02,1.5708
1745830145.433395835,0.0196998,4631,0.02,1.5708
1745830145.435877745,0.0196998,4631,0.02,1.5708
1745830145.438410562,0.0186629,4612,0.02,1.5708
1745830145.440874232,0.0186629,4612,0.02,1.5708
1745830145.443380597,0.0196998,4562,0.02,1.5708
1745830145.445878773,0.0196998,4562,0.02,1.5708
1745830145.448406185,0.0196998,4562,0.02,1.5708
1745830145.450875385,0.0155524,4647,0.02,1.5708
1745830145.453396473,0.0155524,4630,0.02,1.5708
1745830145.455880643,0.0165893,4630,0.02,1.5708
1745830145.458400177,0.0165893,4625,0.02,1.5708
1745830145.460954768,0.0176261,4610,0.02,1.5708
1745830145.463485933,0.0176261,4610,0.02,1.5708
1745830145.465970873,0.0176261,4631,0.02,1.5708
1745830145.468468252,0.0176261,4631,0.02,1.5708
1745830145.470980015,0.0165893,4654,0.02,1.5708
1745830145.473470679,0.0134788,4725,0.02,1.5708
1745830145.475877503,0.0134788,4725,0.02,1.5708
1745830145.478400650,0.0134788,4725,0.02,1.5708
1745830145.480961297,0.0186629,4652,0.02,1.5708
1745830145.483411590,0.0217734,4594,0.02,1.5708
1745830145.485877441,0.0228102,4600,0.02,1.5708
1745830145.488395831,0.0238471,4533,0.02,1.5708
1745830145.490896790,0.0238471,4533,0.02,1.5708
1745830145.493262974,0.0248839,4520,0.02,1.5708
1745830145.495751954,0.0248839,4466,0.02,1.5708
1745830145.498244789,0.0259207,4471,0.02,1.5708
1745830145.500754081,0.0228102,4441,0.02,1.5708
1745830145.503279356,0.0217734,4399,0.02,1.5708
1745830145.505770944,0.0228102,4369,0.02,1.5708
1745830145.508291066,0.0217734,4376,0.02,1.5708
1745830145.510783093,0.0196998,4386,0.02,1.5708
1745830145.513268818,0.0186629,4363,0.02,1.5708
1745830145.515749785,0.0176261,4359,0.02,1.5708
1745830145.518246783,0.0165893,4363,0.02,1.5708
1745830145.520770250,0.0165893,4363,0.02,1.5708
1745830145.523243613,0.0155524,4409,0.02,1.5708
1745830145.525747492,0.0155524,4409,0.02,1.5708
1745830145.528251027,0.0155524,4421,0.02,1.5708
1745830145.530749048,0.0134788,4437,0.02,1.5708
1745830145.533242989,0.0134788,4456,0.02,1.5708
1745830145.535746961,0.0134788,4519,0.02,1.5708
1745830145.538249698,0.012442,4462,0.02,1.5708
1745830145.540748798,0.0114051,4492,0.02,1.5708
1745830145.543243514,0.012442,4514,0.02,1.5708
1745830145.545743811,0.012442,4514,0.02,1.5708
1745830145.548247729,0.0145156,4525,0.02,1.5708
1745830145.550751289,0.0155524,4538,0.02,1.5708
1745830145.553243901,0.0165893,4502,0.02,1.5708
1745830145.555742781,0.0165893,4502,0.02,1.5708
1745830145.558247296,0.0228102,4471,0.02,1.5708
1745830145.560738680,0.0134788,4532,0.02,1.5708
1745830145.563239621,0.0134788,4532,0.02,1.5708
1745830145.565738473,0.0155524,4504,0.02,1.5708
1745830145.568243046,0.0186629,4467,0.02,1.5708
1745830145.570738807,0.0238471,4435,0.02,1.5708
1745830145.573241382,0.0238471,4435,0.02,1.5708
1745830145.575736489,0.0238471,4435,0.02,1.5708
1745830145.578242483,0.0259207,4288,0.02,1.5708
1745830145.580746588,0.0238471,4251,0.02,1.5708
1745830145.583244906,0.0238471,4252,0.02,1.5708
1745830145.585745804,0.0238471,4252,0.02,1.5708
1745830145.588243011,0.0217734,4278,0.02,1.5708
1745830145.590757974,0.0207366,4247,0.02,1.5708
1745830145.593248491,0.0176261,4245,0.02,1.5708
1745830145.595742943,0.0165893,4326,0.02,1.5708
1745830145.598240006,0.0155524,4315,0.02,1.5708
1745830145.600754263,0.0103683,4367,0.02,1.5708
1745830145.603241420,0.0103683,4395,0.02,1.5708
1745830145.605740550,0.0114051,4387,0.02,1.5708
1745830145.608253856,0.012442,4413,0.02,1.5708
1745830145.610749417,0.012442,4395,0.02,1.5708
1745830145.613243260,0.012442,4404,0.02,1.5708
1745830145.615741927,0.0165893,4401,0.02,1.5708
1745830145.618248006,0.0176261,4372,0.02,1.5708
1745830145.620747954,0.0165893,4422,0.02,1.5708
1745830145.623242483,0.0165893,4442,0.02,1.5708
1745830145.625740841,0.0165893,4461,0.02,1.5708
1745830145.628246849,0.0155524,4469,0.02,1.5708
1745830145.630745629,0.0145156,4495,0.02,1.5708
1745830145.633240102,0.0145156,4497,0.02,1.5708
1745830145.635743182,0.0145156,4478,0.02,1.5708
1745830145.638246144,0.0165893,4449,0.02,1.5708
1745830145.640746780,0.0196998,4476,0.02,1.5708
1745830145.643240377,0.0196998,4476,0.02,1.5708
1745830145.645748308,0.0176261,4458,0.02,1.5708
1745830145.648245549,0.0186629,4432,0.02,1.5708
1745830145.650747284,0.0217734,4436,0.02,1.5708
1745830145.653242725,0.0228102,4425,0.02,1.5708
1745830145.655741659,0.0228102,4425,0.02,1.5708
1745830145.658248454,0.0248839,4328,0.02,1.5708
1745830145.660747492,0.0217734,4359,0.02,1.5708
1745830145.663242377,0.0217734,4359,0.02,1.5708
1745830145.665746760,0.0186629,4330,0.02,1.5708
1745830145.668247667,0.0186629,4330,0.02,1.5708
1745830145.670735979,0.0134788,4371,0.02,1.5708
1745830145.673242164,0.0134788,4371,0.02,1.5708
1745830145.675753190,0.012442,4370,0.02,1.5708
1745830145.678234074,0.012442,4380,0.02,1.5708
1745830145.680746409,0.012442,4380,0.02,1.5708
1745830145.683240052,0.0155524,4401,0.02,1.5708
1745830145.685745511,0.0145156,4455,0.02,1.5708
1745830145.688243664,0.012442,4452,0.02,1.5708
1745830145.690747780,0.0114051,4491,0.02,1.5708
1745830145.693247608,0.0103683,4535,0.02,1.5708
1745830145.695742533,0.0103683,4523,0.02,1.5708
1745830145.698241269,0.0103683,4523,0.02,1.5708
1745830145.700747330,0.0103683,4578,0.02,1.5708
1745830145.703247834,0.0145156,4570,0.02,1.5708
1745830145.705743178,0.0155524,4512,0.02,1.5708
1745830145.708241000,0.0165893,4551,0.02,1.5708
1745830145.710751783,0.0165893,4551,0.02,1.5708
1745830145.713247087,0.0207366,4479,0.02,1.5708
1745830145.715744851,0.0207366,4472,0.02,1.5708
1745830145.718248012,0.0207366,4455,0.02,1.5708
1745830145.720753338,0.0238471,4421,0.02,1.5708
1745830145.723247269,0.0238471,4459,0.02,1.5708
1745830145.725745903,0.0238471,4402,0.02,1.5708
1745830145.728247110,0.0238471,4402,0.02,1.5708
1745830145.730754498,0.0248839,4394,0.02,1.5708
1745830145.733244814,0.0248839,4394,0.02,1.5708
1745830145.735746555,0.0238471,4373,0.02,1.5708
1745830145.738244853,0.0248839,4363,0.02,1.5708
1745830145.740755399,0.0279944,4241,0.02,1.5708
1745830145.743244092,0.0279944,4168,0.02,1.5708
1745830145.745899962,0.0259207,4174,0.02,1.5708
1745830145.748380563,0.0228102,4223,0.02,1.5708
1745830145.750879650,0.0196998,4294,0.02,1.5708
1745830145.753377924,0.0196998,4294,0.02,1.5708
1745830145.755886927,0.0186629,4196,0.02,1.5708
1745830145.758385429,0.0186629,4207,0.02,1.5708
1745830145.760887533,0.0176261,4270,0.02,1.5708
1745830145.763403256,0.0165893,4285,0.02,1.5708
1745830145.765880932,0.0165893,4246,0.02,1.5708
1745830145.768384543,0.0145156,4299,0.02,1.5708
1745830145.770865194,0.0134788,4339,0.02,1.5708
1745830145.773392449,0.0145156,4362,0.02,1.5708
1745830145.775829333,0.0155524,4412,0.02,1.5708
1745830145.778377124,0.0155524,4371,0.02,1.5708
1745830145.780883803,0.0155524,4371,0.02,1.5708
1745830145.783379261,0.0186629,4386,0.02,1.5708
1745830145.785885691,0.0165893,4430,0.02,1.5708
1745830145.788388447,0.0145156,4412,0.02,1.5708
1745830145.790892735,0.0145156,4412,0.02,1.5708
1745830145.793272747,0.0165893,4392,0.02,1.5708
1745830145.795743713,0.0176261,4353,0.02,1.5708
1745830145.798244670,0.0186629,4367,-0.02,1.5708
1745830145.800749333,0.0207366,4301,-0.02,1.5708
1745830145.803244968,0.0248839,4217,-0.02,1.5708
1745830145.805742534,0.0238471,4297,-0.02,1.5708
1745830145.808241338,0.0228102,4253,-0.02,1.5708
1745830145.810747214,0.0217734,4269,-0.02,1.5708
1745830145.813247464,0.0217734,4269,-0.02,1.5708
1745830145.815744516,0.0217734,4158,-0.02,1.5708
1745830145.818239453,0.0207366,4089,-0.02,1.5708
1745830145.820746146,0.0196998,4109,-0.02,1.5708
1745830145.823245856,0.0186629,4101,-0.02,1.5708
1745830145.825740339,0.0176261,4122,-0.02,1.5708
1745830145.828243997,0.0145156,4108,-0.02,1.5708
1745830145.830747069,0.0134788,4105,-0.02,1.5708
1745830145.833247424,0.0103683,4110,-0.02,1.5708
1745830145.835740093,0.0072578,4197,-0.02,1.5708
1745830145.838243064,0.00622098,4149,-0.02,1.5708
1745830145.840765673,0.00518415,4183,-0.02,1.5708
1745830145.843240757,0.00518415,4173,-0.02,1.5708
1745830145.845744077,0.00518415,4186,-0.02,1.5708
1745830145.848289374,0.00518415,4186,-0.02,1.5708
1745830145.850752888,0.00518415,4177,-0.02,1.5708
1745830145.853246962,0.00518415,4177,-0.02,1.5708
1745830145.855743646,0.00311049,4201,-0.02,1.5708
1745830145.858250031,0.00207366,4185,-0.02,1.5708
1745830145.860751374,0.00207366,4185,-0.02,1.5708
1745830145.863244589,0,4244,-0.02,1.5708
1745830145.865740434,0,4244,-0.02,1.5708
1745830145.868249187,0,4164,-0.02,1.5708
1745830145.870733720,0.00103683,4176,-0.02,1.5708
1745830145.873242755,0.00103683,4189,-0.02,1.5708
1745830145.875740045,0.00103683,4189,-0.02,1.5708
1745830145.878257420,0.00103683,4196,-0.02,1.5708
1745830145.880743227,0,4156,-0.02,1.5708
1745830145.883241657,0,4156,-0.02,1.5708
1745830145.885747255,0,4166,-0.02,1.5708
1745830145.888244637,0,4132,-0.02,1.5708
1745830145.890745162,0,4124,-0.02,1.5708
1745830145.893241209,0,4124,-0.02,1.5708
1745830145.895748454,0,4096,-0.02,1.5708
1745830145.898243245,0,4082,-0.02,1.5708
1745830145.900747847,0,4082,-0.02,1.5708
1745830145.903242513,0,4082,-0.02,1.5708
1745830145.905743453,0,4021,-0.02,1.5708
1745830145.908241191,0,4039,-0.02,1.5708
1745830145.910748676,0,3997,-0.02,1.5708
1745830145.913246669,0,3935,-0.02,1.5708
1745830145.915741757,0,3947,-0.02,1.5708
1745830145.918242921,0,3965,-0.02,1.5708
1745830145.920742607,0,3919,-0.02,1.5708
1745830145.923243799,0,3876,-0.02,1.5708
1745830145.925739800,0,3834,-0.02,1.5708
1745830145.928240826,0,3812,-0.02,1.5708
1745830145.930746025,0,3822,-0.02,1.5708
1745830145.933247223,0,3822,-0.02,1.5708
1745830145.935741743,0,3752,-0.02,1.5708
1745830145.938242305,0,3707,-0.02,1.5708
1745830145.940742009,0,3667,-0.02,1.5708
1745830145.943246682,0,3647,-0.02,1.5708
1745830145.945740771,0,3639,-0.02,1.5708
1745830145.948247693,0,3639,-0.02,1.5708
1745830145.950746917,0,3550,-0.02,1.5708
1745830145.953252103,0,3508,-0.02,1.5708
1745830145.955748105,0,3508,-0.02,1.5708
1745830145.958239763,0,3516,-0.02,1.5708
1745830145.960751290,0,3440,-0.02,1.5708
1745830145.963249782,0,3405,-0.02,1.5708
1745830145.965749929,0,3362,-0.02,1.5708
1745830145.968250470,0,3316,-0.02,1.5708
1745830145.970750916,0,3289,-0.02,1.5708
1745830145.973382827,0,3289,-0.02,1.5708
1745830145.975887046,-0.00103683,3221,-0.02,1.5708
1745830145.978389737,-0.00103683,3132,-0.02,1.5708
1745830145.980758409,-0.00103683,3134,-0.02,1.5708
1745830145.983248645,-0.00103683,3084,-0.02,1.5708
1745830145.985750188,-0.00103683,3035,-0.02,1.5708
1745830145.988248646,-0.00103683,3014,-0.02,1.5708
1745830145.990748782,-0.00207366,2952,-0.02,1.5708
1745830145.993241024,-0.00207366,2952,-0.02,1.5708
1745830145.995753822,-0.00311049,2965,-0.02,1.5708
1745830145.998242726,-0.00414732,2958,-0.02,1.5708
1745830146.000751565,-0.00622098,2927,-0.02,1.5708
1745830146.003243075,-0.00622098,2927,-0.02,1.5708
1745830146.005751555,-0.00829463,2946,-0.02,1.5708
1745830146.008248998,-0.0072578,2873,-0.02,1.5708
1745830146.010750291,-0.00622098,2898,-0.02,1.5708
1745830146.013252507,-0.00518415,2860,-0.02,1.5708
1745830146.015748054,-0.00518415,2877,-0.02,1.5708
1745830146.018245301,-0.00622098,2855,-0.02,1.5708
1745830146.020751022,-0.00622098,2816,-0.02,1.5708
1745830146.023249969,-0.00829463,2815,-0.02,1.5708
1745830146.025746807,-0.00829463,2791,-0.02,1.5708
1745830146.028246147,-0.00829463,2791,-0.02,1.5708
1745830146.030751944,-0.0072578,2804,-0.02,1.5708
1745830146.033252504,-0.00829463,2767,-0.02,1.5708
1745830146.035745236,-0.00829463,2811,-0.02,1.5708
1745830146.038248092,-0.00933146,2789,-0.02,1.5708
1745830146.040749145,-0.00829463,2752,-0.02,1.5708
1745830146.043249247,-0.00829463,2764,-0.02,1.5708
1745830146.045745788,-0.00933146,2767,-0.02,1.5708
1745830146.048247698,-0.00933146,2741,-0.02,1.5708
1745830146.050752385,-0.0103683,2730,-0.02,1.5708
1745830146.053247757,-0.00933146,2728,-0.02,1.5708
1745830146.055747100,-0.00933146,2728,-0.02,1.5708
1745830146.058244859,-0.0103683,2718,-0.02,1.5708
1745830146.060898721,-0.012442,2761,-0.02,1.5708
1745830146.063405797,-0.0145156,2758,-0.02,1.5708
1745830146.065894178,-0.0145156,2751,-0.02,1.5708
1745830146.068396431,-0.0145156,2751,-0.02,1.5708
1745830146.070910805,-0.0134788,2747,-0.02,1.5708
1745830146.073397828,-0.0134788,2702,-0.02,1.5708
1745830146.075884073,-0.0134788,2702,-0.02,1.5708
1745830146.078401255,-0.0165893,2765,-0.02,1.5708
1745830146.080897856,-0.0176261,2767,-0.02,1.5708
1745830146.083397403,-0.0207366,2819,-0.02,1.5708
1745830146.085877982,-0.0207366,2819,-0.02,1.5708
1745830146.088382070,-0.0207366,2819,-0.02,1.5708
1745830146.090900120,-0.0207366,2790,-0.02,1.5708
1745830146.093382052,-0.0155524,2811,-0.02,1.5708
1745830146.095892075,-0.0155524,2756,-0.02,1.5708
1745830146.098379383,-0.0165893,2819,-0.02,1.5708
1745830146.100899591,-0.0186629,2838,-0.02,1.5708
1745830146.103377351,-0.0186629,2838,-0.02,1.5708
1745830146.105882438,-0.0207366,2851,-0.02,1.5708
1745830146.108396365,-0.0207366,2839,-0.02,1.5708
1745830146.110902491,-0.0165893,2813,-0.02,1.5708
1745830146.113381301,-0.0145156,2782,-0.02,1.5708
1745830146.115887439,-0.0145156,2830,-0.02,1.5708
1745830146.118377923,-0.0134788,2858,-0.02,1.5708
1745830146.120898989,-0.0145156,2820,-0.02,1.5708
1745830146.123410455,-0.0145156,2792,-0.02,1.5708
1745830146.125878324,-0.0155524,2813,-0.02,1.5708
1745830146.128386808,-0.0155524,2813,-0.02,1.5708
1745830146.130882425,-0.0155524,2844,-0.02,1.5708
1745830146.133384653,-0.0145156,2816,-0.02,1.5708
1745830146.135891204,-0.012442,2709,-0.02,1.5708
1745830146.138374448,-0.0114051,2768,-0.02,1.5708
1745830146.140899161,-0.012442,2748,-0.02,1.5708
1745830146.143401041,-0.0134788,2745,-0.02,1.5708
1745830146.145877436,-0.0155524,2770,-0.02,1.5708
1745830146.148378842,-0.0176261,2778,-0.02,1.5708
1745830146.150891318,-0.0186629,2796,-0.02,1.5708
1745830146.153380493,-0.0217734,2848,-0.02,1.5708
1745830146.155888723,-0.0207366,2818,-0.02,1.5708
1745830146.158380659,-0.0186629,2778,-0.02,1.5708
1745830146.160900705,-0.0165893,2768,-0.02,1.5708
1745830146.163406691,-0.0196998,2772,-0.02,1.5708
1745830146.165880390,-0.0207366,2789,-0.02,1.5708
1745830146.168378692,-0.0207366,2789,-0.02,1.5708
1745830146.170900307,-0.0217734,2871,-0.02,1.5708
1745830146.173395650,-0.0259207,2888,-0.02,1.5708
1745830146.175890483,-0.0248839,2889,-0.02,1.5708
1745830146.178387349,-0.0248839,2946,-0.02,1.5708
1745830146.180877372,-0.0248839,2929,-0.02,1.5708
1745830146.183418264,-0.0248839,2929,-0.02,1.5708
1745830146.185894166,-0.0248839,3023,-0.02,1.5708
1745830146.188380921,-0.0269576,3026,-0.02,1.5708
1745830146.190895545,-0.0238471,2977,-0.02,1.5708
1745830146.193399111,-0.0196998,2971,-0.02,1.5708
1745830146.195890772,-0.0196998,2971,-0.02,1.5708
1745830146.198392486,-0.0196998,3017,-0.02,1.5708
1745830146.200878876,-0.0196998,3004,-0.02,1.5708
1745830146.203359283,-0.0196998,3021,-0.02,1.5708
1745830146.205890053,-0.0165893,2950,-0.02,1.5708
1745830146.208403027,-0.0165893,2950,-0.02,1.5708
1745830146.210877087,-0.0176261,2989,-0.02,1.5708
1745830146.213385649,-0.0176261,2910,-0.02,1.5708
1745830146.215891394,-0.0145156,2926,-0.02,1.5708
1745830146.218380203,-0.0155524,2909,-0.02,1.5708
1745830146.220888354,-0.0165893,2909,-0.02,1.5708
1745830146.223372414,-0.0165893,2908,-0.02,1.5708
1745830146.225896631,-0.0165893,2863,-0.02,1.5708
1745830146.228394773,-0.0176261,2884,-0.02,1.5708
1745830146.230892468,-0.0186629,2864,-0.02,1.5708
1745830146.233391809,-0.0186629,2864,-0.02,1.5708
1745830146.235892709,-0.0165893,2848,-0.02,1.5708
1745830146.238392381,-0.0134788,2794,-0.02,1.5708
1745830146.240887584,-0.0145156,2794,-0.02,1.5708
1745830146.243405840,-0.0176261,2771,-0.02,1.5708
1745830146.245881898,-0.0196998,2786,-0.02,1.5708
1745830146.248381472,-0.0196998,2815,-0.02,1.5708
1745830146.250891078,-0.0196998,2833,-0.02,1.5708
1745830146.253386817,-0.0217734,2885,-0.02,1.5708
1745830146.255889191,-0.0217734,2885,-0.02,1.5708
1745830146.258380965,-0.0238471,2900,-0.02,1.5708
1745830146.260901594,-0.0259207,2967,-0.02,1.5708
1745830146.263407562,-0.0259207,2967,-0.02,1.5708
1745830146.265883245,-0.0238471,2912,-0.02,1.5708
1745830146.268395299,-0.0238471,2912,-0.02,1.5708
1745830146.270896221,-0.0165893,2867,-0.02,1.5708
1745830146.273390053,-0.0165893,2867,-0.02,1.5708
1745830146.275893228,-0.012442,2849,-0.02,1.5708
1745830146.278356727,-0.012442,2849,-0.02,1.5708
1745830146.280898064,-0.0145156,2874,-0.02,1.5708
1745830146.283400560,-0.0165893,2863,-0.02,1.5708
1745830146.285905191,-0.0165893,2863,-0.02,1.5708
1745830146.288403487,-0.0165893,2883,-0.02,1.5708
1745830146.290881592,-0.0186629,2877,-0.02,1.5708
1745830146.293387279,-0.0186629,2869,-0.02,1.5708
1745830146.295891715,-0.0186629,2857,-0.02,1.5708
1745830146.298399491,-0.0176261,2814,-0.02,1.5708
1745830146.300881341,-0.0165893,2865,-0.02,1.5708
1745830146.303377846,-0.0165893,2811,-0.02,1.5708
1745830146.305895197,-0.0165893,2829,-0.02,1.5708
1745830146.308393369,-0.0186629,2876,-0.02,1.5708
1745830146.310895334,-0.0217734,2882,-0.02,1.5708
1745830146.313389714,-0.0238471,2783,-0.02,1.5708
1745830146.315892545,-0.0165893,2796,-0.02,1.5708
1745830146.318384142,-0.0165893,2802,-0.02,1.5708
1745830146.320894242,-0.0186629,2831,-0.02,1.5708
1745830146.323403448,-0.0217734,2871,-0.02,1.5708
1745830146.325884498,-0.0217734,2871,-0.02,1.5708
1745830146.328382939,-0.0269576,2991,-0.02,1.5708
1745830146.330879600,-0.0269576,2991,-0.02,1.5708
1745830146.333386998,-0.0269576,3020,-0.02,1.5708
1745830146.335898629,-0.0259207,3012,-0.02,1.5708
1745830146.338378215,-0.0248839,3019,-0.02,1.5708
1745830146.340879638,-0.0238471,3020,-0.02,1.5708
1745830146.343410498,-0.0217734,2981,-0.02,1.5708
1745830146.345911247,-0.0176261,2968,-0.02,1.5708
1745830146.348379223,-0.0176261,2968,-0.02,1.5708
1745830146.350895478,-0.0165893,2941,-0.02,1.5708
1745830146.353401913,-0.0155524,2950,-0.02,1.5708
1745830146.355881112,-0.0165893,2946,-0.02,1.5708
1745830146.358384473,-0.0186629,2961,-0.02,1.5708
1745830146.360899070,-0.0186629,2961,-0.02,1.5708
1745830146.363411832,-0.0176261,2974,-0.02,1.5708
1745830146.365885389,-0.0155524,2884,-0.02,1.5708
1745830146.368395736,-0.0155524,2884,-0.02,1.5708
1745830146.370888198,-0.0165893,2926,-0.02,1.5708
1745830146.373379041,-0.0165893,2926,-0.02,1.5708
1745830146.375891908,-0.0165893,2926,-0.02,1.5708
1745830146.378417836,-0.0165893,2883,-0.02,1.5708
1745830146.380900629,-0.0165893,2842,-0.02,1.5708
1745830146.383378578,-0.0165893,2842,-0.02,1.5708
1745830146.385898342,-0.0186629,2842,-0.02,1.5708
1745830146.388379277,-0.0186629,2842,-0.02,1.5708
1745830146.390901642,-0.0217734,2875,-0.02,1.5708
1745830146.393388541,-0.0217734,2875,-0.02,1.5708
1745830146.395894780,-0.0238471,2869,-0.02,1.5708
1745830146.398397654,-0.0238471,2929,-0.02,1.5708
1745830146.400893420,-0.0238471,2903,-0.02,1.5708
1745830146.403399322,-0.0238471,2976,-0.02,1.5708
1745830146.405878958,-0.0238471,2976,-0.02,1.5708
1745830146.408396828,-0.0269576,3023,-0.02,1.5708
1745830146.410884450,-0.0248839,3046,-0.02,1.5708
1745830146.413394664,-0.0217734,3054,-0.02,1.5708
1745830146.415890806,-0.0207366,3045,-0.02,1.5708
1745830146.418395535,-0.0217734,3023,-0.02,1.5708
1745830146.420878808,-0.0196998,3026,-0.02,1.5708
1745830146.423412162,-0.0165893,3008,-0.02,1.5708
1745830146.425883846,-0.0186629,2960,-0.02,1.5708
1745830146.428395238,-0.0176261,3003,-0.02,1.5708
1745830146.430895522,-0.0176261,3003,-0.02,1.5708
1745830146.433379742,-0.0186629,3026,-0.02,1.5708
1745830146.435882543,-0.0176261,3034,-0.02,1.5708
1745830146.438379243,-0.0176261,2953,-0.02,1.5708
1745830146.440897156,-0.0176261,2978,-0.02,1.5708
1745830146.443408204,-0.0176261,2953,-0.02,1.5708
1745830146.445883670,-0.0155524,2903,-0.02,1.5708
1745830146.448396227,-0.0155524,2903,-0.02,1.5708
1745830146.450878481,-0.0165893,2900,-0.02,1.5708
1745830146.453386856,-0.0165893,2871,-0.02,1.5708
1745830146.455902915,-0.0196998,2894,-0.02,1.5708
1745830146.458379985,-0.0186629,2844,-0.02,1.5708
1745830146.460873391,-0.0186629,2844,-0.02,1.5708
1745830146.463379638,-0.0186629,2844,-0.02,1.5708
1745830146.465890489,-0.0196998,2855,-0.02,1.5708
1745830146.468380063,-0.0196998,2918,-0.02,1.5708
1745830146.470895529,-0.0196998,2918,-0.02,1.5708
1745830146.473377492,-0.0228102,2918,-0.02,1.5708
1745830146.475883076,-0.0196998,2875,-0.02,1.5708
1745830146.478382368,-0.0186629,2894,-0.02,1.5708
1745830146.480838191,-0.0207366,2908,-0.02,1.5708
1745830146.483252585,-0.0207366,2908,-0.02,1.5708
1745830146.485748307,-0.0165893,2904,-0.02,1.5708
1745830146.488243080,-0.0165893,2904,-0.02,1.5708
1745830146.490762985,-0.0145156,2770,-0.02,1.5708
1745830146.493244567,-0.0145156,2886,-0.02,1.5708
1745830146.495745432,-0.0165893,2866,-0.02,1.5708
1745830146.498248434,-0.0165893,2814,-0.02,1.5708
1745830146.500740719,-0.0165893,2853,-0.02,1.5708
1745830146.503241581,-0.0165893,2853,-0.02,1.5708
1745830146.505750334,-0.0165893,2831,-0.02,1.5708
1745830146.508254680,-0.0114051,2780,-0.02,1.5708
1745830146.510743670,-0.0114051,2755,-0.02,1.5708
1745830146.513251810,-0.012442,2746,-0.02,1.5708
1745830146.515747018,-0.012442,2746,-0.02,1.5708
1745830146.518252722,-0.0145156,2732,-0.02,1.5708
1745830146.520748682,-0.0145156,2746,-0.02,1.5708
1745830146.523244119,-0.0145156,2728,-0.02,1.5708
