Time,vel,cur,tar_vel
1740043085.903582016,0.0145156,190,0.0145156
1740043085.907157996,0.0134788,172,0.0145156
1740043085.910767129,0.0134788,183,0.0145156
1740043085.914355820,0.012442,179,0.0145156
1740043085.917968691,0.012442,179,0.0145156
1740043085.921569714,0.0103683,182,0.0145156
1740043085.925169667,0.0103683,194,0.0145156
1740043085.928792431,0.0103683,204,0.0145156
1740043085.932378684,0.0103683,225,0.0145156
1740043085.935956028,0.0103683,221,0.0145156
1740043085.939568357,0.0114051,223,0.0145156
1740043085.943167309,0.0134788,219,0.0145156
1740043085.946774516,0.012442,220,0.0145156
1740043085.950377641,0.0145156,178,0.0145156
1740043085.953949448,0.0145156,204,0.0145156
1740043085.957574539,0.0134788,223,0.0145156
1740043085.961157831,0.012442,205,0.0145156
1740043085.964800870,0.0134788,181,0.0145156
1740043085.968383472,0.0134788,191,0.0145156
1740043085.971978574,0.0114051,222,0.0145156
1740043085.975574624,0.0103683,212,0.0145156
1740043085.979164189,0.0103683,223,0.0145156
1740043085.982758857,0.0103683,240,0.0145156
1740043085.986371407,0.0114051,230,0.0145156
1740043085.989960577,0.012442,215,0.0145156
1740043085.993565703,0.0134788,250,0.0145156
1740043085.997078080,0.0165893,190,0.0145156
1740043086.000775018,0.0165893,189,0.0145156
1740043086.004376835,0.0165893,162,0.0145156
1740043086.007974917,0.0176261,177,0.0145156
1740043086.011574429,0.0176261,138,0.0145156
1740043086.015160240,0.0165893,157,0.0145156
1740043086.018755485,0.0165893,109,0.0145156
1740043086.022375085,0.0145156,137,0.0145156
1740043086.025949882,0.012442,118,0.0145156
1740043086.029559099,0.0114051,176,0.0145156
1740043086.033154937,0.0103683,186,0.0145156
1740043086.036795521,0.0103683,184,0.0145156
1740043086.040368810,0.00933146,212,0.0145156
1740043086.043950106,0.0103683,173,0.0145156
1740043086.047568482,0.0114051,234,0.0145156
1740043086.051177616,0.0134788,199,0.0145156
1740043086.054769096,0.0155524,195,0.0145156
1740043086.058377043,0.0165893,134,0.0145156
1740043086.061970551,0.0165893,154,0.0145156
1740043086.065575159,0.0186629,146,0.0145156
1740043086.069166168,0.0186629,146,0.0145156
1740043086.072783080,0.0176261,100,0.0145156
1740043086.076369112,0.0165893,103,0.0145156
1740043086.079977121,0.0165893,109,0.0145156
1740043086.083574018,0.0155524,127,0.0145156
1740043086.087161213,0.0134788,122,0.0145156
1740043086.090773557,0.0134788,68,0.0145156
1740043086.094365513,0.0145156,86,0.0145156
1740043086.097967470,0.0145156,85,0.0145156
1740043086.101579271,0.0155524,43,0.0145156
1740043086.105162541,0.0176261,24,0.0145156
1740043086.108792235,0.0186629,21,0.0145156
1740043086.112372060,0.0165893,35,0.0145156
1740043086.115969651,0.0165893,26,0.0145156
1740043086.119572994,0.0134788,45,0.0145156
1740043086.123168432,0.0114051,32,0.0145156
1740043086.126772059,0.0103683,81,0.0145156
1740043086.130369762,0.00933146,59,0.0145156
1740043086.133956924,0.00933146,124,0.0145156
1740043086.137565524,0.00829463,117,0.0145156
1740043086.141161417,0.00933146,140,0.0145156
1740043086.144781144,0.0103683,114,0.0145156
1740043086.148405519,0.0103683,130,0.0145156
1740043086.151911214,0.0114051,114,0.0145156
1740043086.155429482,0.012442,134,0.0145156
1740043086.159018849,0.0134788,102,0.0145156
1740043086.162634759,0.0145156,77,0.0145156
1740043086.166225712,0.0145156,77,0.0145156
1740043086.169826063,0.0165893,107,0.0145156
1740043086.173418584,0.0145156,108,0.0145156
1740043086.177010456,0.012442,112,0.0145156
1740043086.180629214,0.0114051,139,0.0145156
1740043086.184217758,0.012442,113,0.0145156
1740043086.187816987,0.0114051,106,0.0145156
1740043086.191425393,0.0114051,116,0.0145156
1740043086.195018882,0.0103683,153,0.0145156
1740043086.198621787,0.0114051,121,0.0145156
1740043086.202221364,0.012442,130,0.0145156
1740043086.205827390,0.012442,138,0.0145156
1740043086.209420477,0.0103683,112,0.0145156
1740043086.213021109,0.0134788,122,0.0145156
1740043086.216627855,0.012442,120,0.0145156
1740043086.220224113,0.0145156,137,0.0145156
1740043086.223820597,0.0145156,138,0.0145156
1740043086.227422775,0.0145156,128,0.0145156
1740043086.231021252,0.0114051,127,0.0145156
1740043086.234759272,0.0114051,135,0.0145156
1740043086.238357399,0.0103683,155,0.0145156
1740043086.241968328,0.0103683,160,0.0145156
1740043086.245571825,0.0103683,170,0.0145156
1740043086.249153105,0.00933146,193,0.0145156
1740043086.252770450,0.00933146,208,0.0145156
1740043086.256357484,0.0103683,190,0.0145156
1740043086.259972983,0.00933146,182,0.0145156
1740043086.263561264,0.0103683,190,0.0145156
1740043086.267151066,0.012442,185,0.0145156
1740043086.270773158,0.012442,185,0.0145156
1740043086.274371629,0.0165893,161,0.0145156
1740043086.277971457,0.0165893,161,0.0145156
1740043086.281559173,0.0165893,148,0.0145156
1740043086.285145292,0.0165893,84,0.0145156
1740043086.288799399,0.0165893,84,0.0145156
1740043086.292322231,0.0165893,105,0.0145156
1740043086.295977207,0.0155524,107,0.0145156
1740043086.299576800,0.0155524,107,0.0145156
1740043086.303153063,0.012442,118,0.0145156
1740043086.306755665,0.012442,122,0.0145156
1740043086.310369377,0.012442,120,0.0145156
1740043086.313905814,0.012442,130,0.0145156
1740043086.317434364,0.012442,113,0.0145156
1740043086.321018492,0.0145156,124,0.0145156
1740043086.324659881,0.0145156,124,0.0145156
1740043086.328223096,0.0155524,49,0.0145156
1740043086.331846827,0.0155524,101,0.0145156
1740043086.335424431,0.0145156,81,0.0145156
1740043086.339035320,0.0145156,77,0.0145156
1740043086.342618011,0.0134788,104,0.0145156
1740043086.346255937,0.0134788,104,0.0145156
1740043086.349823178,0.012442,69,0.0145156
1740043086.353420439,0.0114051,85,0.0145156
1740043086.357042607,0.0103683,103,0.0145156
1740043086.360611891,0.0103683,143,0.0145156
1740043086.364245924,0.0103683,135,0.0145156
1740043086.367821676,0.0114051,121,0.0145156
1740043086.371446723,0.012442,125,0.0145156
1740043086.375025739,0.012442,155,0.0145156
1740043086.378653156,0.0145156,130,0.0145156
1740043086.382222162,0.0165893,115,0.0145156
1740043086.385856399,0.0165893,99,0.0145156
1740043086.389423249,0.0176261,88,0.0145156
1740043086.393028873,0.0176261,88,0.0145156
1740043086.396670599,0.0165893,9,0.0145156
1740043086.400218400,0.0165893,9,0.0145156
1740043086.403847500,0.0134788,23,0.0145156
1740043086.407412692,0.012442,70,0.0145156
1740043086.411051678,0.0114051,86,0.0145156
1740043086.414623856,0.0114051,35,0.0145156
1740043086.418242954,0.0103683,104,0.0145156
1740043086.421819488,0.0103683,86,0.0145156
1740043086.425422495,0.0114051,95,0.0145156
1740043086.429050431,0.012442,103,0.0145156
1740043086.432636707,0.0145156,94,0.0145156
1740043086.436254771,0.0145156,94,0.0145156
1740043086.439821456,0.0165893,64,0.0145156
1740043086.443414488,0.0165893,58,0.0145156
1740043086.447017055,0.0165893,28,0.0145156
1740043086.450623684,0.0155524,62,0.0145156
1740043086.454223968,0.0155524,62,0.0145156
1740043086.457818573,0.012442,55,0.0145156
1740043086.461416528,0.012442,67,0.0145156
1740043086.465016075,0.0103683,97,0.0145156
1740043086.468629830,0.0103683,59,0.0145156
1740043086.472215468,0.0103683,155,0.0145156
1740043086.475813580,0.0103683,155,0.0145156
1740043086.479408649,0.0114051,65,0.0145156
1740043086.483019069,0.012442,80,0.0145156
1740043086.486620735,0.0145156,79,0.0145156
1740043086.490219099,0.0134788,95,0.0145156
1740043086.493810780,0.0145156,71,0.0145156
1740043086.497415663,0.0145156,91,0.0145156
1740043086.501022208,0.0145156,87,0.0145156
1740043086.504626825,0.012442,95,0.0145156
1740043086.508216883,0.0103683,93,0.0145156
1740043086.511815011,0.0103683,86,0.0145156
1740043086.515409335,0.00933146,116,0.0145156
1740043086.519016844,0.00829463,130,0.0145156
1740043086.522618386,0.0072578,168,0.0145156
1740043086.526224790,0.0072578,174,0.0145156
1740043086.529896124,0.00829463,156,0.0145156
1740043086.533519462,0.00933146,191,0.0145156
1740043086.537035328,0.00933146,155,0.0145156
1740043086.540704087,0.0114051,199,0.0145156
1740043086.544293112,0.0114051,199,0.0145156
1740043086.547819910,0.0134788,164,0.0145156
1740043086.551410881,0.0145156,180,0.0145156
1740043086.555018764,0.0134788,152,0.0145156
1740043086.558622038,0.0145156,147,0.0145156
1740043086.562218631,0.0134788,159,0.0145156
1740043086.565818498,0.012442,155,0.0145156
1740043086.569409016,0.012442,162,0.0145156
1740043086.573017508,0.0114051,157,0.0145156
1740043086.576609857,0.0103683,159,0.0145156
1740043086.580219427,0.0103683,195,0.0145156
1740043086.583816893,0.0103683,182,0.0145156
1740043086.587422487,0.0114051,206,0.0145156
1740043086.591018066,0.0114051,186,0.0145156
1740043086.594628224,0.0114051,185,0.0145156
1740043086.598210037,0.0134788,174,0.0145156
1740043086.601820267,0.0155524,180,0.0145156
1740043086.605403370,0.0165893,144,0.0145156
1740043086.609018251,0.0165893,148,0.0145156
1740043086.612626409,0.0176261,113,0.0145156
1740043086.616216890,0.0165893,117,0.0145156
1740043086.619817248,0.0155524,119,0.0145156
1740043086.623415215,0.0155524,102,0.0145156
1740043086.627017582,0.0134788,127,0.0145156
1740043086.630619836,0.0103683,116,0.0145156
1740043086.634216498,0.0103683,143,0.0145156
1740043086.637816282,0.0103683,118,0.0145156
1740043086.641408931,0.0103683,156,0.0145156
1740043086.645029087,0.0114051,139,0.0145156
1740043086.648678043,0.0134788,146,0.0145156
1740043086.652220201,0.0145156,129,0.0145156
1740043086.655815761,0.0165893,96,0.0145156
1740043086.659418538,0.0176261,116,0.0145156
1740043086.663016680,0.0196998,61,0.0145156
1740043086.666624671,0.0186629,6,0.0145156
1740043086.670218121,0.0186629,35,0.0145156
1740043086.673818482,0.0165893,64,0.0145156
1740043086.677420073,0.0165893,28,0.0145156
1740043086.681019210,0.0134788,16,0.0145156
1740043086.684628184,0.0114051,122,0.0145156
1740043086.688217592,0.0103683,109,0.0145156
1740043086.691820210,0.0103683,60,0.0145156
1740043086.695420791,0.0103683,109,0.0145156
1740043086.699021460,0.0114051,129,0.0145156
1740043086.702607988,0.012442,85,0.0145156
1740043086.706215628,0.0134788,66,0.0145156
1740043086.709816763,0.0145156,62,0.0145156
1740043086.713419792,0.0165893,55,0.0145156
1740043086.717016450,0.0165893,35,0.0145156
1740043086.720650003,0.0145156,35,0.0145156
1740043086.724219295,0.0134788,45,0.0145156
1740043086.727816741,0.012442,78,0.0145156
1740043086.731421473,0.0114051,58,0.0145156
1740043086.735018014,0.0103683,70,0.0145156
1740043086.738610848,0.00933146,85,0.0145156
1740043086.742215677,0.00933146,131,0.0145156
1740043086.745818776,0.0103683,130,0.0145156
1740043086.749403725,0.0103683,128,0.0145156
1740043086.753014754,0.012442,77,0.0145156
1740043086.756608235,0.0165893,68,0.0145156
1740043086.760215624,0.0165893,96,0.0145156
1740043086.763813691,0.0165893,86,0.0145156
1740043086.767423113,0.0176261,54,0.0145156
1740043086.771017585,0.0155524,62,0.0145156
1740043086.774608601,0.0145156,41,0.0145156
1740043086.778215859,0.0134788,58,0.0145156
1740043086.781813999,0.012442,61,0.0145156
1740043086.785403861,0.0114051,88,0.0145156
1740043086.789015709,0.0103683,78,0.0145156
1740043086.792611037,0.00829463,131,0.0145156
1740043086.796259752,0.00829463,93,0.0145156
1740043086.799822913,0.00933146,160,0.0145156
1740043086.803417383,0.00933146,105,0.0145156
1740043086.807022095,0.0103683,73,0.0145156
1740043086.810608359,0.0134788,134,0.0145156
1740043086.814215863,0.0134788,90,0.0145156
1740043086.817814748,0.0134788,121,0.0145156
1740043086.821410213,0.0134788,125,0.0145156
1740043086.825015917,0.0155524,89,0.0145156
1740043086.828607783,0.0155524,89,0.0145156
1740043086.832220768,0.0155524,113,0.0145156
1740043086.835815698,0.0145156,72,0.0145156
1740043086.839416575,0.0134788,45,0.0145156
1740043086.843015974,0.0114051,96,0.0145156
1740043086.846614557,0.0103683,121,0.0145156
1740043086.850210054,0.0103683,130,0.0145156
1740043086.853822853,0.0103683,130,0.0145156
1740043086.857410221,0.00933146,157,0.0145156
1740043086.861014447,0.0103683,120,0.0145156
1740043086.864608529,0.0114051,156,0.0145156
1740043086.868214488,0.0114051,147,0.0145156
1740043086.871814719,0.012442,147,0.0145156
1740043086.875415895,0.012442,153,0.0145156
1740043086.879009476,0.012442,122,0.0145156
1740043086.882609161,0.0145156,142,0.0145156
1740043086.886215039,0.0145156,132,0.0145156
1740043086.889814612,0.012442,130,0.0145156
1740043086.893413604,0.0103683,135,0.0145156
1740043086.897018532,0.0103683,153,0.0145156
1740043086.900610999,0.0103683,157,0.0145156
1740043086.904215024,0.0103683,199,0.0145156
1740043086.907816598,0.00829463,187,0.0145156
1740043086.911411492,0.00829463,183,0.0145156
1740043086.915017843,0.00933146,222,0.0145156
1740043086.918607239,0.0103683,195,0.0145156
1740043086.922216074,0.0103683,226,0.0145156
1740043086.925813912,0.0114051,220,0.0145156
1740043086.929407171,0.0114051,220,0.0145156
1740043086.933016541,0.0134788,205,0.0145156
1740043086.936613834,0.0134788,221,0.0145156
1740043086.940222059,0.0155524,178,0.0145156
1740043086.943809124,0.0165893,154,0.0145156
1740043086.947417403,0.0165893,173,0.0145156
1740043086.951017232,0.0165893,151,0.0145156
1740043086.954623407,0.0155524,140,0.0145156
1740043086.958216196,0.0145156,155,0.0145156
1740043086.961821390,0.0145156,132,0.0145156
1740043086.965414670,0.0145156,160,0.0145156
1740043086.969019485,0.012442,131,0.0145156
1740043086.972612717,0.0134788,97,0.0145156
1740043086.976217610,0.0145156,139,0.0145156
1740043086.979821350,0.0155524,122,0.0145156
1740043086.983413381,0.0165893,75,0.0145156
1740043086.987004296,0.0176261,85,0.0145156
1740043086.990618732,0.0176261,58,0.0145156
1740043086.994208658,0.0176261,41,0.0145156
1740043086.997806823,0.0165893,43,0.0145156
1740043087.001428546,0.0165893,59,0.0145156
1740043087.005017624,0.0145156,46,0.0145156
1740043087.008605571,0.0134788,59,0.0145156
1740043087.012217520,0.012442,87,0.0145156
1740043087.015814827,0.0103683,99,0.0145156
1740043087.019413180,0.0103683,129,0.0145156
1740043087.023005865,0.00933146,130,0.0145156
1740043087.026612422,0.00933146,149,0.0145156
1740043087.030219907,0.0103683,115,0.0145156
1740043087.033816838,0.0114051,100,0.0145156
1740043087.037409725,0.012442,96,0.0145156
1740043087.041020362,0.0134788,141,0.0145156
1740043087.044614714,0.0145156,92,0.0145156
1740043087.048218633,0.0145156,92,0.0145156
1740043087.051814831,0.0165893,62,0.0145156
1740043087.055412760,0.0176261,45,0.0145156
1740043087.059006447,0.0176261,41,0.0145156
1740043087.062625841,0.0165893,11,0.0145156
1740043087.066220901,0.012442,61,0.0145156
1740043087.069816832,0.012442,70,0.0145156
1740043087.073413886,0.0114051,26,0.0145156
1740043087.077017815,0.0114051,35,0.0145156
1740043087.080614307,0.0114051,26,0.0145156
1740043087.084218511,0.012442,104,0.0145156
1740043087.087814626,0.012442,51,0.0145156
1740043087.091414047,0.0134788,83,0.0145156
1740043087.095005874,0.0145156,86,0.0145156
1740043087.098607855,0.0134788,65,0.0145156
1740043087.102217277,0.0134788,62,0.0145156
1740043087.105814683,0.012442,69,0.0145156
1740043087.109414911,0.012442,100,0.0145156
1740043087.113016586,0.0114051,81,0.0145156
1740043087.116614275,0.0114051,65,0.0145156
1740043087.120218335,0.00933146,147,0.0145156
1740043087.123813607,0.00829463,160,0.0145156
1740043087.127411384,0.00829463,109,0.0145156
1740043087.131005290,0.00933146,136,0.0145156
1740043087.134605721,0.00829463,124,0.0145156
1740043087.138221226,0.00933146,115,0.0145156
1740043087.141813151,0.0103683,159,0.0145156
1740043087.145417325,0.012442,150,0.0145156
1740043087.149039978,0.012442,189,0.0145156
1740043087.152641646,0.0134788,168,0.0145156
1740043087.156220582,0.0145156,162,0.0145156
1740043087.159838683,0.0155524,147,0.0145156
1740043087.163428307,0.0145156,153,0.0145156
1740043087.167025955,0.0145156,130,0.0145156
1740043087.170617603,0.0134788,134,0.0145156
1740043087.174219285,0.0114051,158,0.0145156
1740043087.177825409,0.00933146,169,0.0145156
1740043087.181416147,0.00933146,169,0.0145156
1740043087.185009210,0.00829463,200,0.0145156
1740043087.188615676,0.00829463,201,0.0145156
1740043087.192235440,0.00829463,226,0.0145156
1740043087.195819058,0.0103683,215,0.0145156
1740043087.199417354,0.0103683,206,0.0145156
1740043087.203192643,0.0114051,215,0.0145156
1740043087.206768206,0.0114051,224,0.0145156
1740043087.210369818,0.0114051,257,0.0145156
1740043087.213965696,0.012442,233,0.0145156
1740043087.217575991,0.012442,201,0.0145156
1740043087.221159292,0.0145156,181,0.0145156
1740043087.224781530,0.0145156,188,0.0145156
1740043087.228376002,0.0134788,189,0.0145156
1740043087.231972438,0.0134788,212,0.0145156
1740043087.235572890,0.0134788,187,0.0145156
1740043087.239183949,0.0114051,219,0.0145156
1740043087.242774510,0.0114051,212,0.0145156
1740043087.246256646,0.0103683,229,0.0145156
1740043087.249823486,0.00933146,249,0.0145156
1740043087.253420423,0.0103683,217,0.0145156
1740043087.257007688,0.0114051,231,0.0145156
1740043087.260616357,0.012442,210,0.0145156
1740043087.264208163,0.0134788,229,0.0145156
1740043087.267815294,0.0145156,204,0.0145156
1740043087.271417084,0.0145156,204,0.0145156
1740043087.275013600,0.0155524,195,0.0145156
1740043087.278616180,0.0155524,197,0.0145156
1740043087.282207430,0.0165893,183,0.0145156
1740043087.285805126,0.0155524,188,0.0145156
1740043087.289414600,0.0145156,184,0.0145156
1740043087.293005586,0.012442,171,0.0145156
1740043087.296676333,0.0114051,202,0.0145156
1740043087.300215733,0.0103683,222,0.0145156
1740043087.303818462,0.0103683,222,0.0145156
1740043087.307414345,0.0103683,218,0.0145156
1740043087.311031465,0.0103683,218,0.0145156
1740043087.314621047,0.0103683,217,0.0145156
1740043087.318208322,0.0134788,233,0.0145156
1740043087.321813664,0.0155524,208,0.0145156
1740043087.325417372,0.0165893,200,0.0145156
1740043087.329016775,0.0176261,145,0.0145156
1740043087.332615277,0.0176261,178,0.0145156
1740043087.336213421,0.0186629,143,0.0145156
1740043087.339817700,0.0176261,142,0.0145156
1740043087.343415542,0.0176261,116,0.0145156
1740043087.347031273,0.0155524,147,0.0145156
1740043087.350617185,0.0145156,118,0.0145156
1740043087.354207782,0.0134788,92,0.0145156
1740043087.357816322,0.0134788,159,0.0145156
1740043087.361413900,0.0134788,109,0.0145156
1740043087.365015896,0.0134788,109,0.0145156
1740043087.368616236,0.0134788,129,0.0145156
1740043087.372207955,0.0155524,80,0.0145156
1740043087.375815209,0.0155524,91,0.0145156
1740043087.379413963,0.0165893,58,0.0145156
1740043087.383020132,0.0165893,107,0.0145156
1740043087.386612032,0.0165893,56,0.0145156
1740043087.390207232,0.0155524,77,0.0145156
1740043087.393806870,0.0134788,42,0.0145156
1740043087.397417631,0.0114051,77,0.0145156
1740043087.401033946,0.0114051,105,0.0145156
1740043087.404611916,0.0114051,94,0.0145156
1740043087.408209054,0.0114051,120,0.0145156
1740043087.411810028,0.0114051,120,0.0145156
1740043087.415418320,0.012442,95,0.0145156
1740043087.419014911,0.0145156,111,0.0145156
1740043087.422617262,0.0145156,69,0.0145156
1740043087.426207497,0.0155524,34,0.0145156
1740043087.429818188,0.0165893,26,0.0145156
1740043087.433414197,0.0176261,76,0.0145156
1740043087.437011586,0.0165893,2,0.0145156
1740043087.440626443,0.0165893,45,0.0145156
1740043087.444212022,0.0145156,19,0.0145156
1740043087.447815590,0.012442,39,0.0145156
1740043087.451413905,0.012442,101,0.0145156
1740043087.455025986,0.0103683,93,0.0145156
1740043087.458618591,0.0103683,90,0.0145156
1740043087.462214493,0.00933146,74,0.0145156
1740043087.465814809,0.0103683,129,0.0145156
1740043087.469416309,0.0103683,100,0.0145156
1740043087.473014524,0.0103683,85,0.0145156
1740043087.476615494,0.0114051,100,0.0145156
1740043087.480209050,0.012442,107,0.0145156
1740043087.483811438,0.012442,163,0.0145156
1740043087.487416721,0.0134788,124,0.0145156
1740043087.491014345,0.0134788,69,0.0145156
1740043087.494622122,0.0134788,112,0.0145156
1740043087.498208218,0.0114051,141,0.0145156
1740043087.501818912,0.0114051,141,0.0145156
1740043087.505415742,0.0114051,168,0.0145156
1740043087.509016276,0.0103683,153,0.0145156
1740043087.512625477,0.0103683,138,0.0145156
1740043087.516212676,0.00933146,187,0.0145156
1740043087.519814152,0.00933146,184,0.0145156
1740043087.523415673,0.00933146,192,0.0145156
1740043087.527013874,0.0103683,180,0.0145156
1740043087.530608721,0.00933146,172,0.0145156
1740043087.534212270,0.00933146,172,0.0145156
1740043087.537815639,0.012442,191,0.0145156
1740043087.541416969,0.012442,191,0.0145156
1740043087.545021113,0.0145156,198,0.0145156
1740043087.548626765,0.0145156,177,0.0145156
1740043087.552243643,0.0134788,184,0.0145156
1740043087.555858065,0.012442,182,0.0145156
1740043087.559422954,0.012442,185,0.0145156
1740043087.563017516,0.0114051,190,0.0145156
1740043087.566618129,0.0114051,209,0.0145156
1740043087.570231136,0.0114051,229,0.0145156
1740043087.573820206,0.00933146,238,0.0145156
1740043087.577419269,0.00829463,235,0.0145156
1740043087.581015348,0.00933146,250,0.0145156
1740043087.584616451,0.0103683,259,0.0145156
1740043087.588237489,0.0103683,247,0.0145156
1740043087.591818702,0.0114051,235,0.0145156
1740043087.595419458,0.012442,235,0.0145156
1740043087.599003731,0.0134788,260,0.0145156
1740043087.602616188,0.0155524,218,0.0145156
1740043087.606213756,0.0165893,214,0.0145156
1740043087.609816365,0.0165893,174,0.0145156
1740043087.613415173,0.0176261,178,0.0145156
1740043087.617015461,0.0165893,175,0.0145156
1740043087.620617384,0.0165893,144,0.0145156
1740043087.624210180,0.0165893,159,0.0145156
1740043087.627806341,0.0145156,139,0.0145156
1740043087.631414283,0.0134788,140,0.0145156
1740043087.635014847,0.0134788,154,0.0145156
1740043087.638603215,0.0134788,113,0.0145156
1740043087.642214763,0.0134788,148,0.0145156
1740043087.645815338,0.0134788,148,0.0145156
1740043087.649449093,0.0176261,115,0.0145156
1740043087.653019592,0.0165893,88,0.0145156
1740043087.656616162,0.0165893,97,0.0145156
1740043087.660216442,0.0165893,79,0.0145156
1740043087.663820856,0.0155524,54,0.0145156
1740043087.667425700,0.0134788,92,0.0145156
1740043087.671018888,0.012442,101,0.0145156
1740043087.674608697,0.0114051,98,0.0145156
1740043087.678218183,0.0103683,117,0.0145156
1740043087.681823467,0.00933146,119,0.0145156
1740043087.685421683,0.00933146,136,0.0145156
1740043087.689019292,0.00933146,136,0.0145156
1740043087.692617354,0.00933146,160,0.0145156
1740043087.696221012,0.00933146,205,0.0145156
1740043087.699821805,0.012442,135,0.0145156
1740043087.703414862,0.0145156,119,0.0145156
1740043087.707020553,0.0165893,103,0.0145156
1740043087.710609565,0.0176261,121,0.0145156
1740043087.714219829,0.0186629,101,0.0145156
1740043087.717821594,0.0186629,91,0.0145156
1740043087.721437047,0.0186629,64,0.0145156
1740043087.725024726,0.0165893,53,0.0145156
1740043087.728609802,0.0155524,53,0.0145156
1740043087.732226678,0.0155524,54,0.0145156
1740043087.735823050,0.0145156,70,0.0145156
1740043087.739419352,0.0134788,60,0.0145156
1740043087.743025039,0.0134788,60,0.0145156
1740043087.746612932,0.0155524,42,0.0145156
1740043087.750218248,0.0155524,7,0.0145156
1740043087.753808277,0.0165893,46,0.0145156
1740043087.757419231,0.0165893,15,0.0145156
1740043087.761017420,0.0155524,19,0.0145156
1740043087.764608655,0.0134788,9,0.0145156
1740043087.768226957,0.0134788,-1,0.0145156
1740043087.771823828,0.0103683,45,0.0145156
1740043087.775419604,0.00933146,104,0.0145156
1740043087.779019732,0.00933146,59,0.0145156
1740043087.782609792,0.00829463,103,0.0145156
1740043087.786218309,0.00829463,99,0.0145156
1740043087.789813260,0.00829463,129,0.0145156
1740043087.793415336,0.00933146,114,0.0145156
1740043087.797094086,0.00933146,150,0.0145156
1740043087.800768905,0.0114051,94,0.0145156
1740043087.804364302,0.012442,145,0.0145156
1740043087.807956241,0.0145156,121,0.0145156
1740043087.811561436,0.0155524,117,0.0145156
1740043087.815165697,0.0165893,109,0.0145156
1740043087.818752218,0.0155524,107,0.0145156
1740043087.822361410,0.0165893,123,0.0145156
1740043087.825965516,0.0145156,49,0.0145156
1740043087.829560940,0.012442,109,0.0145156
1740043087.833148993,0.0114051,129,0.0145156
1740043087.836773285,0.0103683,114,0.0145156
1740043087.840356527,0.0103683,74,0.0145156
1740043087.843957598,0.0103683,146,0.0145156
1740043087.847551403,0.00933146,137,0.0145156
1740043087.851168367,0.00829463,173,0.0145156
1740043087.854769673,0.00829463,182,0.0145156
1740043087.858357015,0.00829463,164,0.0145156
1740043087.861955040,0.0103683,155,0.0145156
1740043087.865573696,0.0114051,183,0.0145156
1740043087.869165500,0.0114051,185,0.0145156
1740043087.872787227,0.0114051,154,0.0145156
1740043087.876365721,0.0114051,175,0.0145156
1740043087.879961066,0.0103683,196,0.0145156
1740043087.883566333,0.0103683,192,0.0145156
1740043087.887159521,0.0103683,192,0.0145156
1740043087.890757139,0.0103683,222,0.0145156
1740043087.894365466,0.0103683,226,0.0145156
1740043087.897950989,0.00933146,198,0.0145156
1740043087.901569302,0.00933146,241,0.0145156
1740043087.905170244,0.00933146,252,0.0145156
1740043087.908787103,0.00933146,254,0.0145156
1740043087.912372397,0.00933146,252,0.0145156
1740043087.915955652,0.00933146,252,0.0145156
1740043087.919553484,0.0103683,276,0.0145156
1740043087.923153656,0.0114051,259,0.0145156
1740043087.926763063,0.0134788,259,0.0145156
1740043087.930372615,0.0145156,245,0.0145156
1740043087.933953030,0.0165893,221,0.0145156
1740043087.937555792,0.0165893,225,0.0145156
1740043087.941172410,0.0176261,195,0.0145156
1740043087.944772141,0.0165893,196,0.0145156
1740043087.948356646,0.0165893,182,0.0145156
1740043087.951958538,0.0145156,201,0.0145156
1740043087.955565369,0.0134788,200,0.0145156
1740043087.959171239,0.0134788,212,0.0145156
1740043087.962759330,0.012442,205,0.0145156
1740043087.966373560,0.0114051,183,0.0145156
1740043087.969952564,0.0114051,241,0.0145156
1740043087.973573089,0.0114051,189,0.0145156
1740043087.977166587,0.012442,172,0.0145156
1740043087.980785502,0.0134788,199,0.0145156
1740043087.984374710,0.0145156,192,0.0145156
1740043087.987939064,0.0176261,132,0.0145156
1740043087.991568581,0.0186629,129,0.0145156
1740043087.995170753,0.0186629,131,0.0145156
1740043087.998756674,0.0186629,135,0.0145156
1740043088.002372054,0.0186629,120,0.0145156
1740043088.005969795,0.0155524,143,0.0145156
1740043088.009559163,0.0134788,120,0.0145156
1740043088.013157166,0.0134788,76,0.0145156
1740043088.016762332,0.0114051,163,0.0145156
1740043088.020358220,0.0114051,154,0.0145156
1740043088.023969342,0.0134788,149,0.0145156
1740043088.027573076,0.0145156,134,0.0145156
1740043088.031164527,0.0155524,138,0.0145156
1740043088.034755442,0.0165893,98,0.0145156
1740043088.038375654,0.0165893,55,0.0145156
1740043088.041971178,0.0155524,0,0.0145156
1740043088.045552441,0.0155524,0,0.0145156
1740043088.049148790,0.0155524,0,0.0145156
1740043088.052763432,0.0155524,0,0.0145156
1740043088.056361099,0.0155524,0,0.0145156
1740043088.059944528,0.0155524,0,0.0145156
1740043088.063545954,0.0155524,0,0.0145156
1740043088.067156156,0.0155524,0,0.0145156
1740043088.070762244,0.0155524,0,0.0145156
1740043088.074362447,0.0155524,0,0.0145156
1740043088.077950185,0.0155524,0,0.0145156
1740043088.081561392,0.0155524,0,0.0145156
1740043088.085153807,0.0155524,0,0.0145156
1740043088.088763999,0.0155524,0,0.0145156
1740043088.092354341,0.0155524,0,0.0145156
1740043088.095945598,0.0155524,0,0.0145156
1740043088.099555241,0.0155524,0,0.0145156
